user_id,item_id,item_name,score,event
user_001,item_044,Winter Scarf,0.4939,like
user_001,item_045,Budget Backpack,0.5678,like
user_001,item_046,Statement Sunglasses,0.2042,ignored
user_001,item_047,Preppy Canvas Tote,0.2132,ignored
user_002,item_001,Black Classic Hoodie,1.0,purchase
user_002,item_002,White Oversized Tee,0.9812,purchase
user_002,item_003,Beige Linen Shirt,0.9785,purchase
user_002,item_004,Gray Crewneck Sweatshirt,0.9859,purchase
user_002,item_005,Neon Green Graphic Tee,0.1379,ignored
user_002,item_006,Red Varsity Jacket,0.1154,ignored
user_002,item_007,Navy Polo Shirt,0.3301,ignored
user_002,item_008,Light Blue Oxford Shirt,0.2354,ignored
user_002,item_009,White Button-Down,0.5013,like
user_002,item_010,Black Blazer,0.3536,ignored
user_002,item_011,Athletic Performance Tee,0.577,like
user_002,item_012,Yellow Patterned Blouse,0.1381,ignored
user_002,item_013,Bright Mixed-Print Shirt,0.2851,ignored
user_002,item_014,Budget Plain Tee,0.6666,like
user_002,item_015,Thermal Base Layer,0.5315,like
user_002,item_016,Black Slim Chinos,0.9573,purchase
user_002,item_017,Beige Straight Chinos,0.984,purchase
user_002,item_018,Gray Slim Trousers,1.0,purchase
user_002,item_019,Black Cargo Pants,0.491,like
user_002,item_020,Patterned Joggers,0.261,ignored
user_002,item_021,Navy Chinos,0.2676,ignored
user_002,item_022,Formal Gray Trousers,0.5248,like
user_002,item_023,Athletic Track Pants,0.556,like
user_002,item_024,Neon Pink Leggings,0.1403,ignored
user_002,item_025,Budget Jeans,0.6934,like
user_002,item_026,Insulated Winter Pants,0.2786,ignored
user_002,item_027,Bright Printed Shorts,0.2417,ignored
user_002,item_028,White Minimalist Sneakers,0.9831,purchase
user_002,item_029,Black Leather Sneakers,0.9751,purchase
user_002,item_030,Chunky Streetwear Sneakers,0.0848,ignored
user_002,item_031,Red High-Top Sneakers,0.0,ignored
user_002,item_032,Navy Boat Shoes,0.2579,ignored
user_002,item_033,Oxford Derby Shoes,0.353,ignored
user_002,item_034,Running Trainers,0.5126,like
user_002,item_035,Budget Canvas Shoes,0.9912,purchase
user_002,item_036,Insulated Winter Boots,0.2753,ignored
user_002,item_037,Bright Platform Sneakers,0.2275,ignored
user_002,item_038,Black Minimal Watch,0.9268,purchase
user_002,item_039,Streetwear Cap,0.4906,like
user_002,item_040,Bold Chain Necklace,0.2396,ignored
user_002,item_041,Navy Knit Beanie,0.567,like
user_002,item_042,Leather Belt,0.4859,like
user_002,item_043,Athletic Gym Bag,0.4831,like
user_002,item_044,Winter Scarf,0.5106,like
user_002,item_045,Budget Backpack,0.5944,like
user_002,item_046,Statement Sunglasses,0.212,ignored
user_002,item_047,Preppy Canvas Tote,0.1735,ignored
user_003,item_001,Black Classic Hoodie,1.0,purchase
user_003,item_002,White Oversized Tee,1.0,purchase
user_003,item_003,Beige Linen Shirt,1.0,purchase
user_003,item_004,Gray Crewneck Sweatshirt,0.9991,purchase
user_003,item_005,Neon Green Graphic Tee,0.204,ignored
user_003,item_006,Red Varsity Jacket,0.0,ignored
user_003,item_007,Navy Polo Shirt,0.3479,ignored
user_003,item_008,Light Blue Oxford Shirt,0.3036,ignored
user_003,item_009,White Button-Down,0.5939,like
user_003,item_010,Black Blazer,0.3638,ignored
user_003,item_011,Athletic Performance Tee,0.6049,like
user_003,item_012,Yellow Patterned Blouse,0.1881,ignored
user_003,item_013,Bright Mixed-Print Shirt,0.3246,ignored
user_003,item_014,Budget Plain Tee,0.6055,like
user_003,item_015,Thermal Base Layer,0.5381,like
user_003,item_016,Black Slim Chinos,1.0,purchase
user_003,item_017,Beige Straight Chinos,1.0,purchase
user_003,item_018,Gray Slim Trousers,0.9835,purchase
user_003,item_019,Black Cargo Pants,0.5906,like
user_003,item_020,Patterned Joggers,0.3,ignored
user_003,item_021,Navy Chinos,0.3518,ignored
user_003,item_022,Formal Gray Trousers,0.366,ignored
user_003,item_023,Athletic Track Pants,0.5966,like
user_003,item_024,Neon Pink Leggings,0.1863,ignored
user_003,item_025,Budget Jeans,0.6773,like
user_003,item_026,Insulated Winter Pants,0.2892,ignored
user_003,item_027,Bright Printed Shorts,0.303,ignored
user_003,item_028,White Minimalist Sneakers,0.9628,purchase
user_003,item_029,Black Leather Sneakers,1.0,purchase
user_003,item_030,Chunky Streetwear Sneakers,0.0521,ignored
user_003,item_031,Red High-Top Sneakers,0.0266,ignored
user_003,item_032,Navy Boat Shoes,0.3002,ignored
user_003,item_033,Oxford Derby Shoes,0.4662,like
user_003,item_034,Running Trainers,0.4061,ignored
user_003,item_035,Budget Canvas Shoes,1.0,purchase
user_003,item_036,Insulated Winter Boots,0.3586,ignored
user_003,item_037,Bright Platform Sneakers,0.0847,ignored
user_003,item_038,Black Minimal Watch,0.9213,purchase
user_003,item_039,Streetwear Cap,0.5734,like
user_003,item_040,Bold Chain Necklace,0.1613,ignored
user_003,item_041,Navy Knit Beanie,0.632,like
user_003,item_042,Leather Belt,0.5387,like
user_003,item_043,Athletic Gym Bag,0.567,like
user_003,item_044,Winter Scarf,0.5424,like
user_003,item_045,Budget Backpack,0.6039,like
user_003,item_046,Statement Sunglasses,0.1961,ignored
user_003,item_047,Preppy Canvas Tote,0.1743,ignored
user_004,item_001,Black Classic Hoodie,1.0,purchase
user_004,item_002,White Oversized Tee,0.9942,purchase
user_004,item_003,Beige Linen Shirt,1.0,purchase
user_004,item_004,Gray Crewneck Sweatshirt,0.9817,purchase
user_004,item_005,Neon Green Graphic Tee,0.1029,ignored
user_004,item_006,Red Varsity Jacket,0.0462,ignored
user_004,item_007,Navy Polo Shirt,0.241,ignored
user_004,item_008,Light Blue Oxford Shirt,0.2607,ignored
user_004,item_009,White Button-Down,0.5968,like
user_004,item_010,Black Blazer,0.453,like
user_004,item_011,Athletic Performance Tee,0.5708,like
user_004,item_012,Yellow Patterned Blouse,0.0598,ignored
user_004,item_013,Bright Mixed-Print Shirt,0.2666,ignored
user_004,item_014,Budget Plain Tee,0.6151,like
user_004,item_015,Thermal Base Layer,0.5868,like
user_004,item_016,Black Slim Chinos,0.979,purchase
user_004,item_017,Beige Straight Chinos,1.0,purchase
user_004,item_018,Gray Slim Trousers,1.0,purchase
user_004,item_019,Black Cargo Pants,0.5931,like
user_004,item_020,Patterned Joggers,0.2911,ignored
user_004,item_021,Navy Chinos,0.2712,ignored
user_004,item_022,Formal Gray Trousers,0.5807,like
user_004,item_023,Athletic Track Pants,0.6367,like
user_004,item_024,Neon Pink Leggings,0.1006,ignored
user_004,item_025,Budget Jeans,0.5907,like
user_004,item_026,Insulated Winter Pants,0.2563,ignored
user_004,item_027,Bright Printed Shorts,0.2974,ignored
user_004,item_028,White Minimalist Sneakers,1.0,purchase
user_004,item_029,Black Leather Sneakers,1.0,purchase
user_004,item_030,Chunky Streetwear Sneakers,0.1263,ignored
user_004,item_031,Red High-Top Sneakers,0.0779,ignored
user_004,item_032,Navy Boat Shoes,0.2011,ignored
user_004,item_033,Oxford Derby Shoes,0.4186,ignored
user_004,item_034,Running Trainers,0.579,like
user_004,item_035,Budget Canvas Shoes,0.9818,purchase
user_004,item_036,Insulated Winter Boots,0.5982,like
user_004,item_037,Bright Platform Sneakers,0.2711,ignored
user_004,item_038,Black Minimal Watch,0.8798,purchase
user_004,item_039,Streetwear Cap,0.4972,like
user_004,item_040,Bold Chain Necklace,0.1566,ignored
user_004,item_041,Navy Knit Beanie,0.4646,like
user_004,item_042,Leather Belt,0.4953,like
user_004,item_043,Athletic Gym Bag,0.4803,like
user_004,item_044,Winter Scarf,0.4593,like
user_004,item_045,Budget Backpack,0.5248,like
user_004,item_046,Statement Sunglasses,0.1771,ignored
user_004,item_047,Preppy Canvas Tote,0.1452,ignored
user_005,item_001,Black Classic Hoodie,1.0,purchase
user_005,item_002,White Oversized Tee,1.0,purchase
user_005,item_003,Beige Linen Shirt,0.9786,purchase
user_005,item_004,Gray Crewneck Sweatshirt,1.0,purchase
user_005,item_005,Neon Green Graphic Tee,0.1759,ignored
user_005,item_006,Red Varsity Jacket,0.2438,ignored
user_005,item_007,Navy Polo Shirt,0.2582,ignored
user_005,item_008,Light Blue Oxford Shirt,0.335,ignored
user_005,item_009,White Button-Down,0.5815,like
user_005,item_010,Black Blazer,0.4174,ignored
user_005,item_011,Athletic Performance Tee,0.6477,like
user_005,item_012,Yellow Patterned Blouse,0.1755,ignored
user_005,item_013,Bright Mixed-Print Shirt,0.3813,ignored
user_005,item_014,Budget Plain Tee,0.6249,like
user_005,item_015,Thermal Base Layer,0.6012,like
user_005,item_016,Black Slim Chinos,0.9853,purchase
user_005,item_017,Beige Straight Chinos,0.9793,purchase
user_005,item_018,Gray Slim Trousers,1.0,purchase
user_005,item_019,Black Cargo Pants,0.5822,like
user_005,item_020,Patterned Joggers,0.3202,ignored
user_005,item_021,Navy Chinos,0.2509,ignored
user_005,item_022,Formal Gray Trousers,0.6508,like
user_005,item_023,Athletic Track Pants,0.5857,like
user_005,item_024,Neon Pink Leggings,0.2281,ignored
user_005,item_025,Budget Jeans,0.608,like
user_005,item_026,Insulated Winter Pants,0.3229,ignored
user_005,item_027,Bright Printed Shorts,0.409,ignored
user_005,item_028,White Minimalist Sneakers,0.9739,purchase
user_005,item_029,Black Leather Sneakers,0.9551,purchase
user_005,item_030,Chunky Streetwear Sneakers,0.1274,ignored
user_005,item_031,Red High-Top Sneakers,0.19,ignored
user_005,item_032,Navy Boat Shoes,0.3349,ignored
user_005,item_033,Oxford Derby Shoes,0.4591,like
user_005,item_034,Running Trainers,0.583,like
user_005,item_035,Budget Canvas Shoes,0.9519,purchase
user_005,item_036,Insulated Winter Boots,0.4073,ignored
user_005,item_037,Bright Platform Sneakers,0.3513,ignored
user_005,item_038,Black Minimal Watch,0.8702,purchase
user_005,item_039,Streetwear Cap,0.3882,ignored
user_005,item_040,Bold Chain Necklace,0.1692,ignored
user_005,item_041,Navy Knit Beanie,0.5364,like
user_005,item_042,Leather Belt,0.5107,like
user_005,item_043,Athletic Gym Bag,0.4638,like
user_005,item_044,Winter Scarf,0.4562,like
user_005,item_045,Budget Backpack,0.4573,like
user_005,item_046,Statement Sunglasses,0.145,ignored
user_005,item_047,Preppy Canvas Tote,0.1717,ignored
user_006,item_001,Black Classic Hoodie,1.0,purchase
user_006,item_002,White Oversized Tee,1.0,purchase
user_006,item_003,Beige Linen Shirt,0.9857,purchase
user_006,item_004,Gray Crewneck Sweatshirt,0.9654,purchase
user_006,item_005,Neon Green Graphic Tee,0.1493,ignored
user_006,item_006,Red Varsity Jacket,0.1379,ignored
user_006,item_007,Navy Polo Shirt,0.3349,ignored
user_006,item_008,Light Blue Oxford Shirt,0.2462,ignored
user_006,item_009,White Button-Down,0.5916,like
user_006,item_010,Black Blazer,0.3822,ignored
user_006,item_011,Athletic Performance Tee,0.6473,like
user_006,item_012,Yellow Patterned Blouse,0.1747,ignored
user_006,item_013,Bright Mixed-Print Shirt,0.3456,ignored
user_006,item_014,Budget Plain Tee,0.5856,like
user_006,item_015,Thermal Base Layer,0.5793,like
user_006,item_016,Black Slim Chinos,0.9798,purchase
user_006,item_017,Beige Straight Chinos,1.0,purchase
user_006,item_018,Gray Slim Trousers,1.0,purchase
user_006,item_019,Black Cargo Pants,0.6162,like
user_006,item_020,Patterned Joggers,0.4155,ignored
user_006,item_021,Navy Chinos,0.3146,ignored
user_006,item_022,Formal Gray Trousers,0.6202,like
user_006,item_023,Athletic Track Pants,0.6108,like
user_006,item_024,Neon Pink Leggings,0.1659,ignored
user_006,item_025,Budget Jeans,0.6671,like
user_006,item_026,Insulated Winter Pants,0.3608,ignored
user_006,item_027,Bright Printed Shorts,0.2736,ignored
user_006,item_028,White Minimalist Sneakers,0.988,purchase
user_006,item_029,Black Leather Sneakers,1.0,purchase
user_006,item_030,Chunky Streetwear Sneakers,0.1062,ignored
user_006,item_031,Red High-Top Sneakers,0.1321,ignored
user_006,item_032,Navy Boat Shoes,0.2479,ignored
user_006,item_033,Oxford Derby Shoes,0.3115,ignored
user_006,item_034,Running Trainers,0.5995,like
user_006,item_035,Budget Canvas Shoes,0.9969,purchase
user_006,item_036,Insulated Winter Boots,0.3791,ignored
user_006,item_037,Bright Platform Sneakers,0.2925,ignored
user_006,item_038,Black Minimal Watch,0.8806,purchase
user_006,item_039,Streetwear Cap,0.4582,like
user_006,item_040,Bold Chain Necklace,0.2428,ignored
user_006,item_041,Navy Knit Beanie,0.526,like
user_006,item_042,Leather Belt,0.5487,like
user_006,item_043,Athletic Gym Bag,0.5426,like
user_006,item_044,Winter Scarf,0.5132,like
user_006,item_045,Budget Backpack,0.5554,like
user_006,item_046,Statement Sunglasses,0.2288,ignored
user_006,item_047,Preppy Canvas Tote,0.2131,ignored
user_007,item_001,Black Classic Hoodie,0.9844,purchase
user_007,item_002,White Oversized Tee,0.9825,purchase
user_007,item_003,Beige Linen Shirt,0.935,purchase
user_007,item_004,Gray Crewneck Sweatshirt,1.0,purchase
user_007,item_005,Neon Green Graphic Tee,0.1562,ignored
user_007,item_006,Red Varsity Jacket,0.1378,ignored
user_007,item_007,Navy Polo Shirt,0.2835,ignored
user_007,item_008,Light Blue Oxford Shirt,0.3161,ignored
user_007,item_009,White Button-Down,0.6688,like
user_007,item_010,Black Blazer,0.4254,ignored
user_007,item_011,Athletic Performance Tee,0.6021,like
user_007,item_012,Yellow Patterned Blouse,0.131,ignored
user_007,item_013,Bright Mixed-Print Shirt,0.3028,ignored
user_007,item_014,Budget Plain Tee,0.5532,like
user_007,item_015,Thermal Base Layer,0.6135,like
user_007,item_016,Black Slim Chinos,1.0,purchase
user_007,item_017,Beige Straight Chinos,1.0,purchase
user_007,item_018,Gray Slim Trousers,1.0,purchase
user_007,item_019,Black Cargo Pants,0.6483,like
user_007,item_020,Patterned Joggers,0.2835,ignored
user_007,item_021,Navy Chinos,0.325,ignored
user_007,item_022,Formal Gray Trousers,0.5831,like
user_007,item_023,Athletic Track Pants,0.6267,like
user_007,item_024,Neon Pink Leggings,0.1613,ignored
user_007,item_025,Budget Jeans,0.5681,like
user_007,item_026,Insulated Winter Pants,0.3649,ignored
user_007,item_027,Bright Printed Shorts,0.3219,ignored
user_007,item_028,White Minimalist Sneakers,0.9429,purchase
user_007,item_029,Black Leather Sneakers,1.0,purchase
user_007,item_030,Chunky Streetwear Sneakers,0.0997,ignored
user_007,item_031,Red High-Top Sneakers,0.1487,ignored
user_007,item_032,Navy Boat Shoes,0.3189,ignored
user_007,item_033,Oxford Derby Shoes,0.436,ignored
user_007,item_034,Running Trainers,0.5561,like
user_007,item_035,Budget Canvas Shoes,0.9653,purchase
user_007,item_036,Insulated Winter Boots,0.4475,ignored
user_007,item_037,Bright Platform Sneakers,0.3439,ignored
user_007,item_038,Black Minimal Watch,0.9452,purchase
user_007,item_039,Streetwear Cap,0.5595,like
user_007,item_040,Bold Chain Necklace,0.1313,ignored
user_007,item_041,Navy Knit Beanie,0.5023,like
user_007,item_042,Leather Belt,0.4479,ignored
user_007,item_043,Athletic Gym Bag,0.5538,like
user_007,item_044,Winter Scarf,0.513,like
user_007,item_045,Budget Backpack,0.445,ignored
user_007,item_046,Statement Sunglasses,0.2533,ignored
user_007,item_047,Preppy Canvas Tote,0.2123,ignored
user_008,item_001,Black Classic Hoodie,0.3869,ignored
user_008,item_002,White Oversized Tee,0.1498,ignored
user_008,item_003,Beige Linen Shirt,0.6138,like
user_008,item_004,Gray Crewneck Sweatshirt,0.639,like
user_008,item_005,Neon Green Graphic Tee,0.4704,like
user_008,item_006,Red Varsity Jacket,1.0,purchase
user_008,item_007,Navy Polo Shirt,0.1599,ignored
user_008,item_008,Light Blue Oxford Shirt,0.2121,ignored
user_008,item_009,White Button-Down,0.257,ignored
user_008,item_010,Black Blazer,0.4804,like
user_008,item_011,Athletic Performance Tee,0.1473,ignored
user_008,item_012,Yellow Patterned Blouse,0.1471,ignored
user_008,item_013,Bright Mixed-Print Shirt,0.1819,ignored
user_008,item_014,Budget Plain Tee,0.6551,like
user_008,item_015,Thermal Base Layer,0.4465,ignored
user_008,item_016,Black Slim Chinos,0.3975,ignored
user_008,item_017,Beige Straight Chinos,0.6708,like
user_008,item_018,Gray Slim Trousers,0.1469,ignored
user_008,item_019,Black Cargo Pants,0.9155,purchase
user_008,item_020,Patterned Joggers,0.5372,like
user_008,item_021,Navy Chinos,0.0997,ignored
user_008,item_022,Formal Gray Trousers,0.1601,ignored
user_008,item_023,Athletic Track Pants,0.3598,ignored
user_008,item_024,Neon Pink Leggings,0.0138,ignored
user_008,item_025,Budget Jeans,0.5508,like
user_008,item_026,Insulated Winter Pants,0.1417,ignored
user_008,item_027,Bright Printed Shorts,0.0581,ignored
user_008,item_028,White Minimalist Sneakers,0.2255,ignored
user_008,item_029,Black Leather Sneakers,0.9944,purchase
user_008,item_030,Chunky Streetwear Sneakers,0.7222,purchase
user_008,item_031,Red High-Top Sneakers,1.0,purchase
user_008,item_032,Navy Boat Shoes,0.1991,ignored
user_008,item_033,Oxford Derby Shoes,0.4794,like
user_008,item_034,Running Trainers,0.1744,ignored
user_008,item_035,Budget Canvas Shoes,0.6135,like
user_008,item_036,Insulated Winter Boots,0.4757,like
user_008,item_037,Bright Platform Sneakers,0.2286,ignored
user_008,item_038,Black Minimal Watch,0.5038,like
user_008,item_039,Streetwear Cap,0.9854,purchase
user_008,item_040,Bold Chain Necklace,0.7041,purchase
user_008,item_041,Navy Knit Beanie,0.6364,like
user_008,item_042,Leather Belt,0.3972,ignored
user_008,item_043,Athletic Gym Bag,0.1296,ignored
user_008,item_044,Winter Scarf,0.1387,ignored
user_008,item_045,Budget Backpack,0.591,like
user_008,item_046,Statement Sunglasses,0.1951,ignored
user_008,item_047,Preppy Canvas Tote,0.1496,ignored
user_009,item_001,Black Classic Hoodie,0.5147,like
user_009,item_002,White Oversized Tee,0.1576,ignored
user_009,item_003,Beige Linen Shirt,0.6885,like
user_009,item_004,Gray Crewneck Sweatshirt,0.7058,purchase
user_009,item_005,Neon Green Graphic Tee,0.503,like
user_009,item_006,Red Varsity Jacket,0.9751,purchase
user_009,item_007,Navy Polo Shirt,0.2286,ignored
user_009,item_008,Light Blue Oxford Shirt,0.2684,ignored
user_009,item_009,White Button-Down,0.2193,ignored
user_009,item_010,Black Blazer,0.543,like
user_009,item_011,Athletic Performance Tee,0.2025,ignored
user_009,item_012,Yellow Patterned Blouse,0.2623,ignored
user_009,item_013,Bright Mixed-Print Shirt,0.2818,ignored
user_009,item_014,Budget Plain Tee,0.6357,like
user_009,item_015,Thermal Base Layer,0.5033,like
user_009,item_016,Black Slim Chinos,0.3832,ignored
user_009,item_017,Beige Straight Chinos,0.5779,like
user_009,item_018,Gray Slim Trousers,0.1542,ignored
user_009,item_019,Black Cargo Pants,0.9032,purchase
user_009,item_020,Patterned Joggers,0.5899,like
user_009,item_021,Navy Chinos,0.0826,ignored
user_009,item_022,Formal Gray Trousers,0.1351,ignored
user_009,item_023,Athletic Track Pants,0.3881,ignored
user_009,item_024,Neon Pink Leggings,0.0,ignored
user_009,item_025,Budget Jeans,0.5112,like
user_009,item_026,Insulated Winter Pants,0.1257,ignored
user_009,item_027,Bright Printed Shorts,0.0547,ignored
user_009,item_028,White Minimalist Sneakers,0.2506,ignored
user_009,item_029,Black Leather Sneakers,1.0,purchase
user_009,item_030,Chunky Streetwear Sneakers,0.6938,like
user_009,item_031,Red High-Top Sneakers,1.0,purchase
user_009,item_032,Navy Boat Shoes,0.2581,ignored
user_009,item_033,Oxford Derby Shoes,0.392,ignored
user_009,item_034,Running Trainers,0.2197,ignored
user_009,item_035,Budget Canvas Shoes,0.6731,like
user_009,item_036,Insulated Winter Boots,0.483,like
user_009,item_037,Bright Platform Sneakers,0.2298,ignored
user_009,item_038,Black Minimal Watch,0.5096,like
user_009,item_039,Streetwear Cap,0.9429,purchase
user_009,item_040,Bold Chain Necklace,0.7176,purchase
user_009,item_041,Navy Knit Beanie,0.6533,like
user_009,item_042,Leather Belt,0.5625,like
user_009,item_043,Athletic Gym Bag,0.2466,ignored
user_009,item_044,Winter Scarf,0.1713,ignored
user_009,item_045,Budget Backpack,0.6159,like
user_009,item_046,Statement Sunglasses,0.2615,ignored
user_009,item_047,Preppy Canvas Tote,0.1965,ignored
user_010,item_001,Black Classic Hoodie,0.4858,like
user_010,item_002,White Oversized Tee,0.1127,ignored
user_010,item_003,Beige Linen Shirt,0.6935,like
user_010,item_004,Gray Crewneck Sweatshirt,0.6532,like
user_010,item_005,Neon Green Graphic Tee,0.4988,like
user_010,item_006,Red Varsity Jacket,1.0,purchase
user_010,item_007,Navy Polo Shirt,0.1214,ignored
user_010,item_008,Light Blue Oxford Shirt,0.1975,ignored
user_010,item_009,White Button-Down,0.1924,ignored
user_010,item_010,Black Blazer,0.5139,like
user_010,item_011,Athletic Performance Tee,0.2026,ignored
user_010,item_012,Yellow Patterned Blouse,0.1255,ignored
user_010,item_013,Bright Mixed-Print Shirt,0.1717,ignored
user_010,item_014,Budget Plain Tee,0.6553,like
user_010,item_015,Thermal Base Layer,0.5006,like
user_010,item_016,Black Slim Chinos,0.3307,ignored
user_010,item_017,Beige Straight Chinos,0.6099,like
user_010,item_018,Gray Slim Trousers,0.0313,ignored
user_010,item_019,Black Cargo Pants,0.8251,purchase
user_010,item_020,Patterned Joggers,0.5347,like
user_010,item_021,Navy Chinos,0.0339,ignored
user_010,item_022,Formal Gray Trousers,0.1075,ignored
user_010,item_023,Athletic Track Pants,0.3188,ignored
user_010,item_024,Neon Pink Leggings,0.0,ignored
user_010,item_025,Budget Jeans,0.5227,like
user_010,item_026,Insulated Winter Pants,0.0937,ignored
user_010,item_027,Bright Printed Shorts,0.0046,ignored
user_010,item_028,White Minimalist Sneakers,0.2123,ignored
user_010,item_029,Black Leather Sneakers,0.9701,purchase
user_010,item_030,Chunky Streetwear Sneakers,0.6698,like
user_010,item_031,Red High-Top Sneakers,1.0,purchase
user_010,item_032,Navy Boat Shoes,0.1735,ignored
user_010,item_033,Oxford Derby Shoes,0.5227,like
user_010,item_034,Running Trainers,0.1764,ignored
user_010,item_035,Budget Canvas Shoes,0.6188,like
user_010,item_036,Insulated Winter Boots,0.4632,like
user_010,item_037,Bright Platform Sneakers,0.1556,ignored
user_010,item_038,Black Minimal Watch,0.5018,like
user_010,item_039,Streetwear Cap,0.9737,purchase
user_010,item_040,Bold Chain Necklace,0.6514,like
user_010,item_041,Navy Knit Beanie,0.6811,like
user_010,item_042,Leather Belt,0.4641,like
user_010,item_043,Athletic Gym Bag,0.131,ignored
user_010,item_044,Winter Scarf,0.1405,ignored
user_010,item_045,Budget Backpack,0.7008,purchase
user_010,item_046,Statement Sunglasses,0.1698,ignored
user_010,item_047,Preppy Canvas Tote,0.1246,ignored
user_011,item_001,Black Classic Hoodie,0.3971,ignored
user_011,item_002,White Oversized Tee,0.1476,ignored
user_011,item_003,Beige Linen Shirt,0.6132,like
user_011,item_004,Gray Crewneck Sweatshirt,0.6411,like
user_011,item_005,Neon Green Graphic Tee,0.4231,ignored
user_011,item_006,Red Varsity Jacket,1.0,purchase
user_011,item_007,Navy Polo Shirt,0.1547,ignored
user_011,item_008,Light Blue Oxford Shirt,0.1714,ignored
user_011,item_009,White Button-Down,0.2265,ignored
user_011,item_010,Black Blazer,0.4562,like
user_011,item_011,Athletic Performance Tee,0.1246,ignored
user_011,item_012,Yellow Patterned Blouse,0.1292,ignored
user_011,item_013,Bright Mixed-Print Shirt,0.1647,ignored
user_011,item_014,Budget Plain Tee,0.6711,like
user_011,item_015,Thermal Base Layer,0.4735,like
user_011,item_016,Black Slim Chinos,0.3778,ignored
user_011,item_017,Beige Straight Chinos,0.5957,like
user_011,item_018,Gray Slim Trousers,0.1596,ignored
user_011,item_019,Black Cargo Pants,0.9016,purchase
user_011,item_020,Patterned Joggers,0.5598,like
user_011,item_021,Navy Chinos,0.1393,ignored
user_011,item_022,Formal Gray Trousers,0.1562,ignored
user_011,item_023,Athletic Track Pants,0.3625,ignored
user_011,item_024,Neon Pink Leggings,0.0029,ignored
user_011,item_025,Budget Jeans,0.5482,like
user_011,item_026,Insulated Winter Pants,0.1742,ignored
user_011,item_027,Bright Printed Shorts,0.0528,ignored
user_011,item_028,White Minimalist Sneakers,0.2049,ignored
user_011,item_029,Black Leather Sneakers,0.9847,purchase
user_011,item_030,Chunky Streetwear Sneakers,0.7017,purchase
user_011,item_031,Red High-Top Sneakers,0.995,purchase
user_011,item_032,Navy Boat Shoes,0.1898,ignored
user_011,item_033,Oxford Derby Shoes,0.4658,like
user_011,item_034,Running Trainers,0.2186,ignored
user_011,item_035,Budget Canvas Shoes,0.6732,like
user_011,item_036,Insulated Winter Boots,0.5035,like
user_011,item_037,Bright Platform Sneakers,0.2167,ignored
user_011,item_038,Black Minimal Watch,0.5213,like
user_011,item_039,Streetwear Cap,0.9601,purchase
user_011,item_040,Bold Chain Necklace,0.6399,like
user_011,item_041,Navy Knit Beanie,0.6372,like
user_011,item_042,Leather Belt,0.4544,like
user_011,item_043,Athletic Gym Bag,0.1291,ignored
user_011,item_044,Winter Scarf,0.0978,ignored
user_011,item_045,Budget Backpack,0.6315,like
user_011,item_046,Statement Sunglasses,0.138,ignored
user_011,item_047,Preppy Canvas Tote,0.1268,ignored
user_012,item_001,Black Classic Hoodie,0.5198,like
user_012,item_002,White Oversized Tee,0.2155,ignored
user_012,item_003,Beige Linen Shirt,0.7466,purchase
